national_occ_title,occ_code,occupation_type,employment_2025,employment_2035,growth_pct,annual_openings,national_median_wage,education,occupation_group,salary_score,growth_score,openings_score
      Chemical technicians,19-4031,line item,60000.0,63000.0,4.9,7600.0,60390.0,Associate's degree,"Life, Physical, and Social Science",5.5856401711667365,52.122015915119356,0.918540004834421
"        Environmental science and protection technicians, including health",19-4042,line item,36400.0,38900.0,6.9,5300.0,55090.0,Associate's degree,"Life, Physical, and Social Science",4.582118377702882,54.774535809018566,0.6405607928450568
"        Geological technicians, except hydrologic technicians",19-4043,line item,7300.0,7600.0,3.6,1000.0,53350.0,Associate's degree,"Life, Physical, and Social Science",4.252660279471352,50.397877984084886,0.1208605269518975
        Hydrologic technicians,19-4044,line item,3000.0,3000.0,-1.3,400.0,64790.0,Associate's degree,"Life, Physical, and Social Science",6.41875260347635,43.89920424403183,0.048344210780759005
      Nuclear technicians,19-4051,line item,6700.0,6800.0,1.1,900.0,110240.0,Associate's degree,"Life, Physical, and Social Science",15.02442534176544,47.08222811671087,0.10877447425670776
      Social science research assistants,19-4061,line item,38400.0,40400.0,5.0,4900.0,61990.0,Bachelor's degree,"Life, Physical, and Social Science",5.888590146552051,52.25464190981432,0.5922165820642978
      Forest and conservation technicians,19-4071,line item,32800.0,32200.000000000004,-2.1,3800.0,54560.0,Associate's degree,"Life, Physical, and Social Science",4.481766198356497,42.83819628647214,0.4592700024172105
        Forensic science technicians,19-4092,line item,20100.0,22800.0,13.3,2800.0,72060.0,Bachelor's degree,"Life, Physical, and Social Science",7.795281554133374,63.26259946949602,0.338409475465313
"        Life, physical, and social science technicians, all other",19-4099,line item,89500.0,93400.0,4.4,11200.0,62280.0,Associate's degree,"Life, Physical, and Social Science",5.943499829590639,51.45888594164455,1.353637901861252
      Occupational health and safety specialists,19-5011,line item,143100.0,169600.0,18.5,17100.0,90150.0,Bachelor's degree,"Life, Physical, and Social Science",11.220509713333586,70.15915119363395,2.0667150108774472
      Occupational health and safety technicians,19-5012,line item,31200.0,37200.0,19.4,3800.0,61560.0,High school diploma or equivalent,"Life, Physical, and Social Science",5.807172340667247,71.35278514588859,0.4592700024172105
"        Educational, guidance, and career counselors and advisors",21-1012,line item,389500.0,400900.0,2.9,27800.0,64330.0,Master's degree,Community and Social Service,6.331654485553074,49.46949602122015,3.359922649262751
        Marriage and family therapists,21-1013,line item,76300.0,86600.0,13.5,6900.0,66940.0,Master's degree,Community and Social Service,6.825841632900367,63.527851458885934,0.8339376359680928
        Rehabilitation counselors,21-1015,line item,96900.0,99000.0,2.2,8200.0,46850.0,Master's degree,Community and Social Service,3.0219260044685123,48.54111405835543,0.9910563210055595
"        Substance abuse, behavioral disorder, and mental health counselors",21-1018,line item,533400.0,631400.0,18.4,50500.0,59350.0,Master's degree,Community and Social Service,5.388722687166282,70.02652519893898,6.103456611070824
"        Counselors, all other",21-1019,line item,49800.0,52700.0,5.9,4300.0,50860.0,Master's degree,Community and Social Service,3.7811943802779564,53.44827586206896,0.5197002658931593
"        Child, family, and school social workers",21-1021,line item,405100.0,422900.0,4.4,33900.0,59550.0,Bachelor's degree,Community and Social Service,5.426591434089445,51.45888594164455,4.097171863669326
        Healthcare social workers,21-1022,line item,194800.0,211300.0,8.5,16900.0,67880.0,Master's degree,Community and Social Service,7.00382474343924,56.89655172413792,2.042542905487068
        Mental health and substance abuse social workers,21-1023,line item,138900.0,153200.0,10.3,12500.0,60280.0,Master's degree,Community and Social Service,5.564812360358996,59.283819628647215,1.510756586898719
"        Social workers, all other",21-1029,line item,77400.0,79200.0,2.3,5800.0,71900.0,Bachelor's degree,Community and Social Service,7.764986556594843,48.67374005305039,0.7009910563210056
        Health education specialists,21-1091,line item,70400.0,74400.0,5.6,6900.0,64070.0,Bachelor's degree,Community and Social Service,6.28242511455296,53.05039787798408,0.8339376359680928
        Probation officers and correctional treatment specialists,21-1092,line item,93700.0,96500.0,3.0,7900.0,66270.0,Bachelor's degree,Community and Social Service,6.698981330707767,49.602122015915114,0.9547981629199903
        Social and human service assistants,21-1093,line item,463400.0,497600.0,7.4,48900.0,45930.0,High school diploma or equivalent,Community and Social Service,2.847729768621956,55.43766578249336,5.910079767947788
        Community health workers,21-1094,line item,64700.0,72900.0,12.7,7000.0,51850.0,High school diploma or equivalent,Community and Social Service,3.9686446775476196,62.46684350132625,0.8460236886632826
"        Community and social service specialists, all other",21-1099,line item,118600.0,125200.0,5.5,11600.0,56730.0,Bachelor's degree,Community and Social Service,4.89264210247283,52.91777188328912,1.4019821126420111
      Clergy,21-2011,line item,242000.0,247800.0,2.4,19200.0,60810.0,Bachelor's degree,Community and Social Service,5.665164539705382,48.80636604774536,2.320522117476432
"      Directors, religious activities and education",21-2021,line item,141900.0,146600.0,3.3,13000.0,52100.0,Bachelor's degree,Community and Social Service,4.0159806112015755,49.999999999999986,1.5711868503746678
"      Religious workers, all other",21-2099,line item,113300.0,115000.0,1.5,12100.0,45280.0,Bachelor's degree,Community and Social Service,2.724656341121672,47.61273209549071,1.46241237611796
        Lawyers,23-1011,line item,863700.0,904300.0,4.7,28700.0,159670.0,Doctoral or professional degree,Legal,24.3836861438255,51.856763925729446,3.4686971235194584
        Judicial law clerks,23-1012,line item,14000.0,14400.0,2.8,1500.0,64920.0,Doctoral or professional degree,Legal,6.4433672889764075,49.33687002652519,0.18129079042784627
"        Administrative law judges, adjudicators, and hearing officers",23-1021,line item,17400.0,17400.0,0.0,500.0,117860.0,Doctoral or professional degree,Legal,16.467224599538003,45.623342175066306,0.06043026347594875
"        Arbitrators, mediators, and conciliators",23-1022,line item,10500.0,11000.0,4.7,300.0,75530.0,Bachelor's degree,Legal,8.452304313250275,51.856763925729446,0.03625815808556925
"        Judges, magistrate judges, and magistrates",23-1023,line item,25300.0,26000.0,2.8,800.0,153990.0,Doctoral or professional degree,Legal,23.308213731207633,49.33687002652519,0.09668842156151801
      Paralegals and legal assistants,23-2011,line item,404900.0,403800.0,-0.3,40800.0,62890.0,Associate's degree,Legal,6.0589995077062895,45.22546419098143,4.931109499637419
"        Title examiners, abstractors, and searchers",23-2093,line item,59800.0,61100.0,2.1,5300.0,58650.0,High school diploma or equivalent,Legal,5.256182072935207,48.40848806366048,0.6405607928450568
"        Legal support workers, all other",23-2099,line item,50200.0,50000.0,-0.3,4700.0,72110.0,Associate's degree,Legal,7.804748740864165,45.22546419098143,0.5680444766739183
"      Business teachers, postsecondary",25-1011,line item,103600.0,109700.0,5.9,7600.0,99080.0,Doctoral or professional degree,Educational Instruction and Library,12.911349263452873,53.44827586206896,0.918540004834421
"        Computer science teachers, postsecondary",25-1021,line item,43900.0,46100.0,4.9,3200.0,96980.0,Doctoral or professional degree,Educational Instruction and Library,12.513727420759647,52.122015915119356,0.38675368624607204
"        Mathematical science teachers, postsecondary",25-1022,line item,57100.0,58100.0,1.7,3900.0,79940.0,Doctoral or professional degree,Educational Instruction and Library,9.287310182906047,47.87798408488064,0.47135605511240025
"        Architecture teachers, postsecondary",25-1031,line item,9700.0,10000.0,2.6,700.0,96870.0,Doctoral or professional degree,Educational Instruction and Library,12.492899609951905,49.07161803713527,0.08460236886632826
"        Engineering teachers, postsecondary",25-1032,line item,50900.0,54900.0,7.8,3900.0,109270.0,Doctoral or professional degree,Educational Instruction and Library,14.840761919188095,55.9681697612732,0.47135605511240025
"        Agricultural sciences teachers, postsecondary",25-1041,line item,10900.0,11200.0,2.9,800.0,98700.0,Doctoral or professional degree,Educational Instruction and Library,12.83939864429886,49.46949602122015,0.09668842156151801
"        Biological science teachers, postsecondary",25-1042,line item,62000.0,66500.0,7.3,4700.0,84620.0,Doctoral or professional degree,Educational Instruction and Library,10.173438860908092,55.30503978779839,0.5680444766739183
"        Forestry and conservation science teachers, postsecondary",25-1043,line item,1800.0,1900.0,2.8,100.0,101420.0,Doctoral or professional degree,Educational Instruction and Library,13.354413602453894,49.33687002652519,0.012086052695189751
"        Atmospheric, earth, marine, and space sciences teachers, postsecondary",25-1051,line item,12000.0,12300.0,2.4,800.0,103170.0,Doctoral or professional degree,Educational Instruction and Library,13.685765138031583,48.80636604774536,0.09668842156151801
"        Chemistry teachers, postsecondary",25-1052,line item,24900.0,25400.0,2.3,1700.0,93250.0,Doctoral or professional degree,Educational Instruction and Library,11.807475290642632,48.67374005305039,0.20546289581822577
"        Environmental science teachers, postsecondary",25-1053,line item,8400.0,8700.0,2.7,600.0,94980.0,Doctoral or professional degree,Educational Instruction and Library,12.135039951528004,49.204244031830235,0.0725163161711385
"        Physics teachers, postsecondary",25-1054,line item,16400.0,16800.0,2.4,1100.0,100310.0,Doctoral or professional degree,Educational Instruction and Library,13.144242057030334,48.80636604774536,0.13294657964708728
"        Anthropology and archeology teachers, postsecondary",25-1061,line item,6500.0,6700.0,2.6,400.0,99650.0,Doctoral or professional degree,Educational Instruction and Library,13.01927519218389,49.07161803713527,0.048344210780759005
"        Area, ethnic, and cultural studies teachers, postsecondary",25-1062,line item,14300.0,14700.0,2.7,1000.0,85020.0,Doctoral or professional degree,Educational Instruction and Library,10.249176354754422,49.204244031830235,0.1208605269518975
"        Economics teachers, postsecondary",25-1063,line item,14600.0,15000.0,2.4,1000.0,123920.0,Doctoral or professional degree,Educational Instruction and Library,17.61464763130988,48.80636604774536,0.1208605269518975
"        Geography teachers, postsecondary",25-1064,line item,4100.0,4200.0,2.7,300.0,97590.0,Doctoral or professional degree,Educational Instruction and Library,12.629227098875297,49.204244031830235,0.03625815808556925
"        Political science teachers, postsecondary",25-1065,line item,21500.0,22000.0,2.5,1500.0,98070.0,Doctoral or professional degree,Educational Instruction and Library,12.720112091490893,48.93899204244031,0.18129079042784627
"        Psychology teachers, postsecondary",25-1066,line item,52300.0,54400.0,4.0,3700.0,80340.0,Doctoral or professional degree,Educational Instruction and Library,9.363047676752375,50.92838196286471,0.4471839497220208
"        Sociology teachers, postsecondary",25-1067,line item,14600.0,15000.0,2.2,1000.0,84290.0,Doctoral or professional degree,Educational Instruction and Library,10.110955428484871,48.54111405835543,0.1208605269518975
"        Social sciences teachers, postsecondary, all other",25-1069,line item,19600.0,19900.0,1.6,1300.0,72990.0,Doctoral or professional degree,Educational Instruction and Library,7.971371227326088,47.745358090185675,0.15711868503746676
"        Health specialties teachers, postsecondary",25-1071,line item,278400.0,328300.0,17.9,24900.0,107310.0,Doctoral or professional degree,Educational Instruction and Library,14.469648199341083,69.36339522546419,3.009427121102248
"        Nursing instructors and teachers, postsecondary",25-1072,line item,96100.0,112600.0,17.1,8500.0,80250.0,Doctoral or professional degree,Educational Instruction and Library,9.346006740636954,68.3023872679045,1.0273144790911288
"        Education teachers, postsecondary",25-1081,line item,77200.0,79200.0,2.5,5300.0,75350.0,Doctoral or professional degree,Educational Instruction and Library,8.418222441019427,48.93899204244031,0.6405607928450568
"        Library science teachers, postsecondary",25-1082,line item,4500.0,4600.0,2.7,300.0,80340.0,Doctoral or professional degree,Educational Instruction and Library,9.363047676752375,49.204244031830235,0.03625815808556925
"        Criminal justice and law enforcement teachers, postsecondary",25-1111,line item,15700.0,15900.0,1.5,1100.0,76590.0,Doctoral or professional degree,Educational Instruction and Library,8.653008671943045,47.61273209549071,0.13294657964708728
"        Law teachers, postsecondary",25-1112,line item,25800.0,26500.0,2.6,1800.0,128500.0,Doctoral or professional degree,Educational Instruction and Library,18.481841935850344,49.07161803713527,0.21754894851341552
"        Social work teachers, postsecondary",25-1113,line item,16000.0,16400.0,2.6,1100.0,77570.0,Doctoral or professional degree,Educational Instruction and Library,8.83856553186655,49.07161803713527,0.13294657964708728
"        Art, drama, and music teachers, postsecondary",25-1121,line item,116900.0,119500.0,2.2,8000.0,78620.0,Master's degree,Educational Instruction and Library,9.037376453213163,48.54111405835543,0.96688421561518
"        Communications teachers, postsecondary",25-1122,line item,35800.0,36500.0,2.1,2400.0,78580.0,Doctoral or professional degree,Educational Instruction and Library,9.029802703828532,48.40848806366048,0.290065264684554
"        English language and literature teachers, postsecondary",25-1123,line item,69300.0,69300.0,0.0,4500.0,78760.0,Doctoral or professional degree,Educational Instruction and Library,9.063884576059378,45.623342175066306,0.5438723712835388
"        Foreign language and literature teachers, postsecondary",25-1124,line item,24600.0,24700.0,0.2,1600.0,79350.0,Doctoral or professional degree,Educational Instruction and Library,9.175597379482712,45.88859416445623,0.19337684312303602
"        History teachers, postsecondary",25-1125,line item,23200.0,23200.0,0.0,1500.0,83820.0,Doctoral or professional degree,Educational Instruction and Library,10.021963873215435,45.623342175066306,0.18129079042784627
"        Philosophy and religion teachers, postsecondary",25-1126,line item,26800.0,27300.0,2.0,1800.0,80260.0,Doctoral or professional degree,Educational Instruction and Library,9.34790017798311,48.275862068965516,0.21754894851341552
"        Family and consumer sciences teachers, postsecondary",25-1192,line item,3400.0,3500.0,2.4,200.0,75870.0,Doctoral or professional degree,Educational Instruction and Library,8.516681183019655,48.80636604774536,0.024172105390379502
"        Recreation and fitness studies teachers, postsecondary",25-1193,line item,15200.0,15600.0,2.2,1000.0,77270.0,Doctoral or professional degree,Educational Instruction and Library,8.781762411481804,48.54111405835543,0.1208605269518975
"        Career/technical education teachers, postsecondary",25-1194,line item,123100.0,122700.0,-0.3,8000.0,63820.0,Bachelor's degree,Educational Instruction and Library,6.235089180899004,45.22546419098143,0.96688421561518
"        Postsecondary teachers, all other",25-1199,line item,183200.0,186800.0,2.0,12500.0,77640.0,Doctoral or professional degree,Educational Instruction and Library,8.851819593289658,48.275862068965516,1.510756586898719
"        Preschool teachers, except special education",25-2011,line item,583200.0,609400.0,4.5,66700.0,38140.0,Associate's degree,Educational Instruction and Library,1.3727420759647062,51.591511936339515,8.061397147691563
"        Kindergarten teachers, except special education",25-2012,line item,111200.0,110900.0,-0.3,11900.0,62680.0,Bachelor's degree,Educational Instruction and Library,6.019237323436967,45.22546419098143,1.4382402707275803
"        Elementary school teachers, except special education",25-2021,line item,1419300.0,1413400.0,-0.4,87500.0,63970.0,Bachelor's degree,Educational Instruction and Library,6.263490741091378,45.092838196286465,10.575296108291033
"        Middle school teachers, except special and career/technical education",25-2022,line item,630100.0,627400.0,-0.4,38800.0,64370.0,Bachelor's degree,Educational Instruction and Library,6.339228234937706,45.092838196286465,4.6893884457336235
"        Career/technical education teachers, middle school",25-2023,line item,16600.0,16600.0,-0.5,1000.0,65030.0,Bachelor's degree,Educational Instruction and Library,6.464195099784148,44.9602122015915,0.1208605269518975
"        Secondary school teachers, except special and career/technical education",25-2031,line item,1087500.0,1085000.0,-0.2,63500.0,72040.0,Bachelor's degree,Educational Instruction and Library,7.791494679441058,45.35809018567638,7.674643461445492
"        Career/technical education teachers, secondary school",25-2032,line item,110500.0,110100.0,-0.4,6400.0,66270.0,Bachelor's degree,Educational Instruction and Library,6.698981330707767,45.092838196286465,0.7735073724921441
"        Special education teachers, preschool",25-2051,line item,30500.0,31300.0,2.4,2000.0,64830.0,Bachelor's degree,Educational Instruction and Library,6.4263263528609835,48.80636604774536,0.241721053903795
"        Special education teachers, kindergarten and elementary school",25-2052,line item,259100.00000000003,258100.00000000003,-0.4,16400.0,65120.0,Bachelor's degree,Educational Instruction and Library,6.481236035899572,45.092838196286465,1.982112642011119
"        Special education teachers, middle school",25-2057,line item,94800.0,94400.0,-0.4,6000.0,66810.0,Bachelor's degree,Educational Instruction and Library,6.80122694740031,45.092838196286465,0.7251631617113851
"        Special education teachers, secondary school",25-2058,line item,164800.0,164500.0,-0.2,10400.0,74260.0,Bachelor's degree,Educational Instruction and Library,8.21183777028818,45.35809018567638,1.256949480299734
"        Special education teachers, all other",25-2059,line item,34800.0,35500.0,1.9,2300.0,76580.0,Bachelor's degree,Educational Instruction and Library,8.651115234596887,48.143236074270554,0.27797921198936426
"      Adult basic education, adult secondary education, and english as a second language instructors",25-3011,line item,41100.0,35400.0,-13.9,3800.0,61540.0,Bachelor's degree,Educational Instruction and Library,5.80338546597493,27.18832891246684,0.4592700024172105
      Self-enrichment teachers,25-3021,line item,419100.0,433700.0,3.5,50000.0,46800.0,High school diploma or equivalent,Educational Instruction and Library,3.012458817737721,50.26525198938992,6.043026347594876
"      Substitute teachers, short-term",25-3031,line item,556100.0,567000.0,2.0,65000.0,41670.0,Bachelor's degree,Educational Instruction and Library,2.0411254591585566,48.275862068965516,7.855934251873338
      Tutors,25-3041,line item,208400.0,208000.0,-0.2,34200.0,43350.0,"Some college, no degree",Educational Instruction and Library,2.3592229333131365,45.35809018567638,4.1334300217548945
"      Teachers and instructors, all other",25-3099,line item,138600.0,138300.0,-0.2,15700.0,66140.0,Bachelor's degree,Educational Instruction and Library,6.67436664520771,45.35809018567638,1.897510273144791
        Archivists,25-4011,line item,10300.0,10600.0,3.4,1100.0,64550.0,Master's degree,Educational Instruction and Library,6.373310107168553,50.132625994694955,0.13294657964708728
        Curators,25-4012,line item,14200.0,14900.0,4.9,1600.0,63420.0,Master's degree,Educational Instruction and Library,6.159351687052675,52.122015915119356,0.19337684312303602
        Museum technicians and conservators,25-4013,line item,14000.0,14500.0,3.6,1600.0,51440.0,Bachelor's degree,Educational Instruction and Library,3.8910137463551333,50.397877984084886,0.19337684312303602
      Librarians and media collections specialists,25-4022,line item,142300.0,145900.0,2.6,12600.0,68270.0,Master's degree,Educational Instruction and Library,7.07766879993941,49.07161803713527,1.5228426395939088
      Library technicians,25-4031,line item,72800.0,68100.0,-6.4,10800.0,44580.0,Postsecondary nondegree award,Educational Instruction and Library,2.592115726890597,37.135278514588855,1.305293691080493
      Farm and home management educators,25-9021,line item,9700.0,9400.0,-3.2,800.0,60220.0,Master's degree,Educational Instruction and Library,5.553451736282047,41.37931034482758,0.09668842156151801
      Instructional coordinators,25-9031,line item,248700.0,252800.0,1.6,23100.0,77440.0,Master's degree,Educational Instruction and Library,8.813950846366494,47.745358090185675,2.7918781725888326
"        Teaching assistants, postsecondary",25-9044,line item,205500.0,211000.0,2.7,25700.0,42910.0,Bachelor's degree,Educational Instruction and Library,2.275911690082175,49.204244031830235,3.106115542663766
"        Teaching assistants, except postsecondary",25-9045,line item,1463000.0,1458000.0,-0.3,176200.0,36780.0,"Some college, no degree",Educational Instruction and Library,1.115234596887189,45.22546419098143,21.29562484892434
"      Educational instruction and library workers, all other",25-9099,line item,136800.0,139300.0,1.8,12700.0,50890.0,Bachelor's degree,Educational Instruction and Library,3.786874692316431,48.010610079575585,1.5349286922890983
        Art directors,27-1011,line item,140200.0,146000.0,4.2,12200.0,114850.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",15.89729995834438,51.193633952254636,1.4744984288131497
        Craft artists,27-1012,line item,11500.0,11800.0,2.0,1000.0,46080.0,No formal educational credential,"Arts, Design, Entertainment, Sports, and Media",2.8761313288143295,48.275862068965516,0.1208605269518975
"        Fine artists, including painters, sculptors, and illustrators",27-1013,line item,28900.0,28000.0,-2.9,2200.0,55490.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",4.65785587154921,41.77718832891246,0.26589315929417456
        Special effects artists and animators,27-1014,line item,51900.0,51800.0,-0.3,4200.0,102030.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",13.469913280569546,45.22546419098143,0.5076142131979695
"        Artists and related workers, all other",27-1019,line item,13000.0,13200.0,2.0,1100.0,71240.0,No formal educational credential,"Arts, Design, Entertainment, Sports, and Media",7.6400196917484,48.275862068965516,0.13294657964708728
        Commercial and industrial designers,27-1021,line item,35400.0,36300.0,2.4,2800.0,83910.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",10.039004809330859,48.80636604774536,0.338409475465313
        Fashion designers,27-1022,line item,32700.000000000004,32800.0,0.1,2500.0,80960.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",9.480440792214186,45.75596816976127,0.30215131737974377
        Floral designers,27-1023,line item,45200.0,42700.0,-5.6,5200.0,37360.0,High school diploma or equivalent,"Arts, Design, Entertainment, Sports, and Media",1.2250539629643655,38.196286472148536,0.628474740149867
        Graphic designers,27-1024,line item,253100.0,248800.0,-1.7,16000.0,62960.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",6.072253569129398,43.36870026525198,1.93376843123036
        Interior designers,27-1025,line item,97100.0,99700.0,2.7,7700.0,67190.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",6.873177566554323,49.204244031830235,0.9306260575296108
        Merchandise displayers and window trimmers,27-1026,line item,164800.0,169200.0,2.7,17200.0,39390.0,High school diploma or equivalent,"Arts, Design, Entertainment, Sports, and Media",1.6094217442344831,49.204244031830235,2.0788010635726373
        Set and exhibit designers,27-1027,line item,31600.0,32000.0,1.4,2200.0,75240.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",8.397394630211688,47.48010610079575,0.26589315929417456
"        Designers, all other",27-1029,line item,29500.0,29900.0,1.2,2100.0,64950.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",6.449047601014882,47.214854111405835,0.25380710659898476
        Actors,27-2011,line item,67500.0,67500.0,0.0,6300.0,,"Some college, no degree","Arts, Design, Entertainment, Sports, and Media",,45.623342175066306,0.7614213197969544
        Producers and directors,27-2012,line item,181000.0,188300.0,4.0,12100.0,90360.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",11.260271897602909,50.92838196286471,1.46241237611796
        Athletes and sports competitors,27-2021,line item,22900.0,24100.0,5.5,2200.0,66710.0,No formal educational credential,"Arts, Design, Entertainment, Sports, and Media",6.782292573938728,52.91777188328912,0.26589315929417456
        Coaches and scouts,27-2022,line item,298800.0,316900.0,6.1,36400.0,47320.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",3.110917559737948,53.713527851458885,4.39932318104907
"        Umpires, referees, and other sports officials",27-2023,line item,18200.0,19200.0,5.2,4300.0,40710.0,High school diploma or equivalent,"Arts, Design, Entertainment, Sports, and Media",1.8593554739273679,52.51989389920424,0.5197002658931593
        Dancers,27-2031,line item,13800.0,14100.0,2.2,1600.0,,No formal educational credential,"Arts, Design, Entertainment, Sports, and Media",,48.54111405835543,0.19337684312303602
        Choreographers,27-2032,line item,4700.0,4900.0,3.1,600.0,55310.0,High school diploma or equivalent,"Arts, Design, Entertainment, Sports, and Media",4.623773999318362,49.734748010610076,0.0725163161711385
        Music directors and composers,27-2041,line item,51100.0,51700.0,1.2,4200.0,73710.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",8.10769871624948,47.214854111405835,0.5076142131979695
        Musicians and singers,27-2042,line item,170400.0,170900.0,0.3,17400.0,,No formal educational credential,"Arts, Design, Entertainment, Sports, and Media",,46.021220159151184,2.102973168963017
"        Disc jockeys, except radio",27-2091,line item,16900.0,17600.0,3.8,1700.0,,High school diploma or equivalent,"Arts, Design, Entertainment, Sports, and Media",,50.663129973474796,0.20546289581822577
"        Entertainers and performers, sports and related workers, all other",27-2099,line item,43700.0,45800.0,4.7,4500.0,,No formal educational credential,"Arts, Design, Entertainment, Sports, and Media",,51.856763925729446,0.5438723712835388
      Broadcast announcers and radio disc jockeys,27-3011,line item,21800.0,20200.0,-7.6,2000.0,47340.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",3.114704434430265,35.54376657824933,0.241721053903795
"      News analysts, reporters, and journalists",27-3023,line item,47100.0,44300.0,-5.9,3400.0,62200.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",5.928352330821373,37.79840848806366,0.41092579163645154
      Public relations specialists,27-3031,line item,314500.0,320200.0,1.8,23000.0,74750.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",8.304616200249933,48.010610079575585,2.7797921198936426
        Editors,27-3041,line item,105000.0,103800.0,-1.1,7900.0,77920.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",8.904835838982088,44.164456233421745,0.9547981629199903
        Technical writers,27-3042,line item,46400.0,46700.0,0.8,3200.0,90390.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",11.265952209641384,46.68435013262599,0.38675368624607204
        Writers and authors,27-3043,line item,140300.0,139900.0,-0.3,11900.0,76910.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",8.71359866702011,45.22546419098143,1.4382402707275803
        Interpreters and translators,27-3091,line item,73900.0,75400.0,2.0,6000.0,60170.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",5.543984549551255,48.275862068965516,0.7251631617113851
        Court reporters and simultaneous captioners,27-3092,line item,19900.0,19900.0,-0.1,1800.0,72420.0,Postsecondary nondegree award,"Arts, Design, Entertainment, Sports, and Media",7.863445298595069,45.490716180371344,0.21754894851341552
"        Media and communication workers, all other",27-3099,line item,25500.0,26500.0,3.9,2000.0,73620.0,High school diploma or equivalent,"Arts, Design, Entertainment, Sports, and Media",8.090657780134055,50.79575596816975,0.241721053903795
        Audio and video technicians,27-4011,line item,87600.0,91100.0,3.9,6600.0,58100.0,Postsecondary nondegree award,"Arts, Design, Entertainment, Sports, and Media",5.152043018896505,50.79575596816975,0.7976794778825236
        Broadcast technicians,27-4012,line item,24100.0,23300.0,-3.1,1600.0,59570.0,Associate's degree,"Arts, Design, Entertainment, Sports, and Media",5.430378308781762,41.511936339522535,0.19337684312303602
        Sound engineering technicians,27-4014,line item,15000.0,14600.0,-3.1,1000.0,73130.0,Postsecondary nondegree award,"Arts, Design, Entertainment, Sports, and Media",7.997879350172303,41.511936339522535,0.1208605269518975
        Lighting technicians,27-4015,line item,9900.0,9400.0,-4.8,600.0,68060.0,Postsecondary nondegree award,"Arts, Design, Entertainment, Sports, and Media",7.037906615670088,39.25729442970822,0.0725163161711385
      Photographers,27-4021,line item,145000.0,144000.0,-0.7,10700.0,44660.0,High school diploma or equivalent,"Arts, Design, Entertainment, Sports, and Media",2.607263225659863,44.694960212201586,1.2932076383853033
"        Camera operators, television, video, and film",27-4031,line item,32600.0,33000.0,1.3,2500.0,74990.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",8.350058696557731,47.34748010610079,0.30215131737974377
        Film and video editors,27-4032,line item,39400.0,40800.0,3.7,3100.0,75420.0,Bachelor's degree,"Arts, Design, Entertainment, Sports, and Media",8.431476502442534,50.53050397877984,0.3746676335508823
"      Media and communication equipment workers, all other",27-4099,line item,14000.0,14300.0,1.6,1000.0,70720.0,High school diploma or equivalent,"Arts, Design, Entertainment, Sports, and Media",7.541560949748173,47.745358090185675,0.1208605269518975
      Chiropractors,29-1011,line item,61700.0,67000.0,8.7,2600.0,79200.0,Doctoral or professional degree,Healthcare Practitioners and Technical,9.147195819290339,57.16180371352784,0.3142373700749335
"        Dentists, general",29-1021,line item,141900.0,150000.0,5.7,4200.0,170950.0,Doctoral or professional degree,Healthcare Practitioners and Technical,26.519483470291966,53.183023872679044,0.5076142131979695
        Oral and maxillofacial surgeons,29-1022,line item,5600.0,5900.0,5.6,200.0,352220.0,Doctoral or professional degree,Healthcare Practitioners and Technical,60.84182224410194,53.05039787798408,0.024172105390379502
        Orthodontists,29-1023,line item,7100.0,7500.0,6.0,200.0,289140.0,Doctoral or professional degree,Healthcare Practitioners and Technical,48.89801946453592,53.580901856763916,0.024172105390379502
        Prosthodontists,29-1024,line item,1000.0,1100.0,5.8,0.0,311180.0,Doctoral or professional degree,Healthcare Practitioners and Technical,53.07115537546863,53.31564986737399,0.0
"        Dentists, all other specialists",29-1029,line item,5800.0,5900.0,1.3,100.0,224990.0,Doctoral or professional degree,Healthcare Practitioners and Technical,36.75161888893096,47.34748010610079,0.012086052695189751
      Dietitians and nutritionists,29-1031,line item,86300.0,93000.0,7.7,5700.0,76400.0,Bachelor's degree,Healthcare Practitioners and Technical,8.617033362366039,55.83554376657824,0.6889050036258157
      Optometrists,29-1041,line item,45100.0,49400.0,9.5,2000.0,136570.0,Doctoral or professional degree,Healthcare Practitioners and Technical,20.00984587420002,58.22281167108753,0.241721053903795
